id,compiled_section_id,quote_type,quote_text,sort_order
1,1,mula-sutra,"Vṛndā-devi, feeling apprehensive over the impending sunrise, ordered a variety of birds to chirp loudly. The Divine Couple slowly rose from Their pleasure bed.",1
