1038	18	54	3.387
1039	18	55	3.388
1040	18	56	3.389
1041	18	57	3.390
1042	18	58	3.391
1043	18	59	3.392
1044	18	60	3.393
1045	18	61	3.394
1046	18	62	3.395
1047	18	63	3.396
1048	18	64	3.397
1049	18	65	3.398
1050	18	66	3.399
1137	19	87	4.87
1138	19	88	4.88
1139	19	89	4.89
1140	19	90	4.90
1141	19	91	4.91
1142	19	92	4.92
1143	19	93	4.93
1144	19	94	4.94
1145	19	95	4.95
1147	19	97	4.97
1148	19	98	4.98
1149	19	99	4.99
1150	19	100	4.100
1151	19	101	4.101
1152	19	102	4.102
1153	19	103	4.103
1154	19	104	4.104
1250	20	90	4.200
1251	20	91	4.201
1252	20	92	4.202
1253	20	93	4.203
1254	20	94	4.204
1255	20	95	4.205
1257	20	97	4.207
1258	20	98	4.208
1259	20	99	4.209
1260	20	100	4.210
1261	20	101	4.211
1262	20	102	4.212
1357	21	87	4.307
1358	21	88	4.308
1359	21	89	4.309
1360	21	90	4.310
1361	21	91	4.311
1362	21	92	4.312
1363	21	93	4.313
1364	21	94	4.314
1365	21	95	4.315
1366	21	96	4.316
1367	21	97	4.317
1368	21	98	4.318
1369	21	99	4.319
1370	21	100	4.320
1371	21	101	4.321
1372	21	102	4.322
1373	21	103	4.323
1374	21	104	4.324
1375	21	105	4.325
1376	21	106	4.326
1377	21	107	4.327
1378	21	108	4.328
1379	21	109	4.329
1380	21	110	4.330
1466	22	86	4.416
1467	22	87	4.417
1468	22	88	4.418
1469	22	89	4.419
1470	22	90	4.420
1471	22	91	4.421
1472	22	92	4.422
1473	22	93	4.423
1474	22	94	4.424
1475	22	95	4.425
1476	22	96	4.426
1477	22	97	4.427
1478	22	98	4.428
1479	22	99	4.429
1480	22	100	4.430
1481	22	101	4.431
1482	22	102	4.432
1483	22	103	4.433
1484	22	104	4.434
1485	22	105	4.435
1486	22	106	4.436
1487	22	107	4.437
1488	22	108	4.438
1489	22	109	4.439
1490	22	110	4.440
1576	23	86	4.526
1577	23	87	4.527
1578	23	88	4.528
1579	23	89	4.529
1580	23	90	4.530
1581	23	91	4.531
1582	23	92	4.532
1583	23	93	4.533
1584	23	94	4.534
1585	23	95	4.535
1586	23	96	4.536
1587	23	97	4.537
1588	23	98	4.538
1589	23	99	4.539
1590	23	100	4.540
1591	23	101	4.541
1592	23	102	4.542
1593	23	103	4.543
1594	23	104	4.544
1595	23	105	4.545
1596	23	106	4.546
1597	23	107	4.547
1598	23	108	4.548
1599	23	109	4.549
1600	23	110	4.550
1686	24	86	4.636
1687	24	87	4.637
1688	24	88	4.638
1689	24	89	4.639
1690	24	90	4.640
1691	24	91	4.641
1692	24	92	4.642
1693	24	93	4.643
1694	24	94	4.644
1695	24	95	4.645
1696	24	96	4.646
1697	24	97	4.647
1698	24	98	4.648
1699	24	99	4.649
1700	24	100	4.650
1701	24	101	4.651
1702	24	102	4.652
1703	24	103	4.653
1704	24	104	4.654
1705	24	105	4.655
1706	24	106	4.656
1707	24	107	4.657
1708	24	108	4.658
1709	24	109	4.659
1710	24	110	4.660
1796	25	86	4.746
1797	25	87	4.747
1798	25	88	4.748
1799	25	89	4.749
1800	25	90	4.750
1801	25	91	4.751
1802	25	92	4.752
1803	25	93	4.753
1804	25	94	4.754
1805	25	95	4.755
1806	25	96	4.756
1807	25	97	4.757
1808	25	98	4.758
1809	25	99	4.759
1810	25	100	4.760
1811	25	101	4.761
1812	25	102	4.762
1813	25	103	4.763
1814	25	104	4.764
1815	25	105	4.765
1816	25	106	4.766
1817	25	107	4.767
1818	25	108	4.768
1819	25	109	4.769
1820	25	110	4.770
1906	26	86	4.856
1907	26	87	4.857
1908	26	88	4.858
1909	26	89	4.859
1910	26	90	4.860
1911	26	91	4.861
1912	26	92	4.862
1913	26	93	4.863
1914	26	94	4.864
1915	26	95	4.865
1916	26	96	4.866
1917	26	97	4.867
1918	26	98	4.868
1919	26	99	4.869
1920	26	100	4.870
1921	26	101	4.871
1922	26	102	4.872
1923	26	103	4.873
1924	26	104	4.874
1925	26	105	4.875
1926	26	106	4.876
1927	26	107	4.877
1928	26	108	4.878
1929	26	109	4.879
1930	26	110	4.880
2016	27	86	4.966
2017	27	87	4.967
2018	27	88	4.968
2019	27	89	4.969
2020	27	90	4.970
2021	27	91	4.971
2022	27	92	4.972
2023	27	93	4.973
2024	27	94	4.974
2025	27	95	4.975
2026	27	96	4.976
2027	27	97	4.977
2028	27	98	4.978
2029	27	99	4.979
2030	27	100	4.980
2031	27	101	4.981
2032	27	102	4.982
2033	27	103	4.983
2034	27	104	4.984
2035	27	105	4.985
2036	27	106	4.986
2037	27	107	4.987
2038	27	108	4.988
2039	27	109	4.989
2040	27	110	4.990
2126	28	86	4.1076
2127	28	87	4.1077
2128	28	88	4.1078
2129	28	89	4.1079
2130	28	90	4.1080
2131	28	91	4.1081
2132	28	92	4.1082
2133	28	93	4.1083
2134	28	94	4.1084
2135	28	95	4.1085
2136	28	96	4.1086
2137	28	97	4.1087
2138	28	98	4.1088
2139	28	99	4.1089
2140	28	100	4.1090
2141	28	101	4.1091
2142	28	102	4.1092
2143	28	103	4.1093
2144	28	104	4.1094
2145	28	105	4.1095
2146	28	106	4.1096
2147	28	107	4.1097
2148	28	108	4.1098
2149	28	109	4.1099
2235	29	86	4.1185
2236	29	87	4.1186
2237	29	88	4.1187
2238	29	89	4.1188
2239	29	90	4.1189
2240	29	91	4.1190
2241	29	92	4.1191
2242	29	93	4.1192
2243	29	94	4.1193
